question_id:ID(Question),text
Q13539,Is osteogenesis imperfecta inherited ?
Q13540,What are the treatments for osteogenesis imperfecta ?
Q13541,What is (are) dystonia 6 ?
Q13542,How many people are affected by dystonia 6 ?
Q13543,What are the genetic changes related to dystonia 6 ?
Q13544,Is dystonia 6 inherited ?
Q13545,What are the treatments for dystonia 6 ?
Q13546,"What is (are) Ohdo syndrome, Maat-Kievit-Brunner type ?"
Q13547,"How many people are affected by Ohdo syndrome, Maat-Kievit-Brunner type ?"
Q13548,"What are the genetic changes related to Ohdo syndrome, Maat-Kievit-Brunner type ?"
Q13549,"Is Ohdo syndrome, Maat-Kievit-Brunner type inherited ?"
Q13550,"What are the treatments for Ohdo syndrome, Maat-Kievit-Brunner type ?"
Q13551,What is (are) epidermal nevus ?
Q13552,How many people are affected by epidermal nevus ?
Q13553,What are the genetic changes related to epidermal nevus ?
Q13554,Is epidermal nevus inherited ?
Q13555,What are the treatments for epidermal nevus ?
Q13556,What is (are) infantile-onset ascending hereditary spastic paralysis ?
Q13557,How many people are affected by infantile-onset ascending hereditary spastic paralysis ?
Q13558,What are the genetic changes related to infantile-onset ascending hereditary spastic paralysis ?
Q13559,Is infantile-onset ascending hereditary spastic paralysis inherited ?
Q13560,What are the treatments for infantile-onset ascending hereditary spastic paralysis ?
Q13561,What is (are) Pelizaeus-Merzbacher disease ?
Q13562,How many people are affected by Pelizaeus-Merzbacher disease ?
Q13563,What are the genetic changes related to Pelizaeus-Merzbacher disease ?
Q13564,Is Pelizaeus-Merzbacher disease inherited ?
Q13565,What are the treatments for Pelizaeus-Merzbacher disease ?
Q13566,What is (are) arginine:glycine amidinotransferase deficiency ?
Q13567,How many people are affected by arginine:glycine amidinotransferase deficiency ?
Q13568,What are the genetic changes related to arginine:glycine amidinotransferase deficiency ?
Q13569,Is arginine:glycine amidinotransferase deficiency inherited ?
Q13570,What are the treatments for arginine:glycine amidinotransferase deficiency ?
Q13571,What is (are) Pendred syndrome ?
Q13572,How many people are affected by Pendred syndrome ?
Q13573,What are the genetic changes related to Pendred syndrome ?
Q13574,Is Pendred syndrome inherited ?
Q13575,What are the treatments for Pendred syndrome ?
Q13576,What is (are) Poland syndrome ?
Q13577,How many people are affected by Poland syndrome ?
Q13578,What are the genetic changes related to Poland syndrome ?
Q13579,Is Poland syndrome inherited ?
Q13580,What are the treatments for Poland syndrome ?
Q13581,What is (are) ataxia neuropathy spectrum ?
Q13582,How many people are affected by ataxia neuropathy spectrum ?
Q13583,What are the genetic changes related to ataxia neuropathy spectrum ?
Q13584,Is ataxia neuropathy spectrum inherited ?
Q13585,What are the treatments for ataxia neuropathy spectrum ?
Q13586,What is (are) Mabry syndrome ?
Q13587,How many people are affected by Mabry syndrome ?
Q13588,What are the genetic changes related to Mabry syndrome ?
Q13589,Is Mabry syndrome inherited ?
Q13590,What are the treatments for Mabry syndrome ?
Q13591,What is (are) anhidrotic ectodermal dysplasia with immune deficiency ?
Q13592,How many people are affected by anhidrotic ectodermal dysplasia with immune deficiency ?
Q13593,What are the genetic changes related to anhidrotic ectodermal dysplasia with immune deficiency ?
Q13594,Is anhidrotic ectodermal dysplasia with immune deficiency inherited ?
Q13595,What are the treatments for anhidrotic ectodermal dysplasia with immune deficiency ?
Q13596,What is (are) hypophosphatasia ?
Q13597,How many people are affected by hypophosphatasia ?
Q13598,What are the genetic changes related to hypophosphatasia ?
Q13599,Is hypophosphatasia inherited ?
Q13600,What are the treatments for hypophosphatasia ?
Q13601,What is (are) central core disease ?
Q13602,How many people are affected by central core disease ?
Q13603,What are the genetic changes related to central core disease ?
Q13604,Is central core disease inherited ?
Q13605,What are the treatments for central core disease ?
Q13606,What is (are) alkaptonuria ?
Q13607,How many people are affected by alkaptonuria ?
Q13608,What are the genetic changes related to alkaptonuria ?
Q13609,Is alkaptonuria inherited ?
Q13610,What are the treatments for alkaptonuria ?
Q13611,What is (are) CHMP2B-related frontotemporal dementia ?
Q13612,How many people are affected by CHMP2B-related frontotemporal dementia ?
Q13613,What are the genetic changes related to CHMP2B-related frontotemporal dementia ?
Q13614,Is CHMP2B-related frontotemporal dementia inherited ?
Q13615,What are the treatments for CHMP2B-related frontotemporal dementia ?
Q13616,What is (are) Mowat-Wilson syndrome ?
Q13617,How many people are affected by Mowat-Wilson syndrome ?
Q13618,What are the genetic changes related to Mowat-Wilson syndrome ?
Q13619,Is Mowat-Wilson syndrome inherited ?
Q13620,What are the treatments for Mowat-Wilson syndrome ?
Q13621,What is (are) molybdenum cofactor deficiency ?
Q13622,How many people are affected by molybdenum cofactor deficiency ?
Q13623,What are the genetic changes related to molybdenum cofactor deficiency ?
Q13624,Is molybdenum cofactor deficiency inherited ?
Q13625,What are the treatments for molybdenum cofactor deficiency ?
Q13626,What is (are) retinoblastoma ?
Q13627,How many people are affected by retinoblastoma ?
Q13628,What are the genetic changes related to retinoblastoma ?
Q13629,Is retinoblastoma inherited ?
Q13630,What are the treatments for retinoblastoma ?
Q13631,What is (are) Alexander disease ?
Q13632,How many people are affected by Alexander disease ?
Q13633,What are the genetic changes related to Alexander disease ?
Q13634,Is Alexander disease inherited ?
Q13635,What are the treatments for Alexander disease ?
Q13636,What is (are) 9q22.3 microdeletion ?
Q13637,How many people are affected by 9q22.3 microdeletion ?
Q13638,What are the genetic changes related to 9q22.3 microdeletion ?
Q13639,Is 9q22.3 microdeletion inherited ?
Q13640,What are the treatments for 9q22.3 microdeletion ?
Q13641,What is (are) Darier disease ?
Q13642,How many people are affected by Darier disease ?
Q13643,What are the genetic changes related to Darier disease ?
Q13644,Is Darier disease inherited ?
Q13645,What are the treatments for Darier disease ?
Q13646,What is (are) Proteus syndrome ?
Q13647,How many people are affected by Proteus syndrome ?
Q13648,What are the genetic changes related to Proteus syndrome ?
Q13649,Is Proteus syndrome inherited ?
Q13650,What are the treatments for Proteus syndrome ?
Q13651,What is (are) thrombotic thrombocytopenic purpura ?
Q13652,How many people are affected by thrombotic thrombocytopenic purpura ?
Q13653,What are the genetic changes related to thrombotic thrombocytopenic purpura ?
Q13654,Is thrombotic thrombocytopenic purpura inherited ?
Q13655,What are the treatments for thrombotic thrombocytopenic purpura ?
Q13656,What is (are) D-bifunctional protein deficiency ?
Q13657,How many people are affected by D-bifunctional protein deficiency ?
Q13658,What are the genetic changes related to D-bifunctional protein deficiency ?
Q13659,Is D-bifunctional protein deficiency inherited ?
Q13660,What are the treatments for D-bifunctional protein deficiency ?
Q13661,What is (are) collagen VI-related myopathy ?
Q13662,How many people are affected by collagen VI-related myopathy ?
Q13663,What are the genetic changes related to collagen VI-related myopathy ?
Q13664,Is collagen VI-related myopathy inherited ?
Q13665,What are the treatments for collagen VI-related myopathy ?
Q13666,What is (are) combined malonic and methylmalonic aciduria ?
Q13667,How many people are affected by combined malonic and methylmalonic aciduria ?
Q13668,What are the genetic changes related to combined malonic and methylmalonic aciduria ?
Q13669,Is combined malonic and methylmalonic aciduria inherited ?
Q13670,What are the treatments for combined malonic and methylmalonic aciduria ?
Q13671,What is (are) retroperitoneal fibrosis ?
Q13672,How many people are affected by retroperitoneal fibrosis ?
Q13673,What are the genetic changes related to retroperitoneal fibrosis ?
Q13674,Is retroperitoneal fibrosis inherited ?
Q13675,What are the treatments for retroperitoneal fibrosis ?
Q13676,What is (are) holocarboxylase synthetase deficiency ?
Q13677,How many people are affected by holocarboxylase synthetase deficiency ?
Q13678,What are the genetic changes related to holocarboxylase synthetase deficiency ?
Q13679,Is holocarboxylase synthetase deficiency inherited ?
Q13680,What are the treatments for holocarboxylase synthetase deficiency ?
Q13681,What is (are) X-linked agammaglobulinemia ?
Q13682,How many people are affected by X-linked agammaglobulinemia ?
Q13683,What are the genetic changes related to X-linked agammaglobulinemia ?
Q13684,Is X-linked agammaglobulinemia inherited ?
Q13685,What are the treatments for X-linked agammaglobulinemia ?
Q13686,What is (are) DICER1 syndrome ?
Q13687,How many people are affected by DICER1 syndrome ?
Q13688,What are the genetic changes related to DICER1 syndrome ?
Q13689,Is DICER1 syndrome inherited ?
Q13690,What are the treatments for DICER1 syndrome ?
Q13691,What is (are) RAPADILINO syndrome ?
Q13692,How many people are affected by RAPADILINO syndrome ?
Q13693,What are the genetic changes related to RAPADILINO syndrome ?
Q13694,Is RAPADILINO syndrome inherited ?
Q13695,What are the treatments for RAPADILINO syndrome ?
Q13696,What is (are) PRICKLE1-related progressive myoclonus epilepsy with ataxia ?
Q13697,How many people are affected by PRICKLE1-related progressive myoclonus epilepsy with ataxia ?
Q13698,What are the genetic changes related to PRICKLE1-related progressive myoclonus epilepsy with ataxia ?
Q13699,Is PRICKLE1-related progressive myoclonus epilepsy with ataxia inherited ?
Q13700,What are the treatments for PRICKLE1-related progressive myoclonus epilepsy with ataxia ?
Q13701,What is (are) familial Mediterranean fever ?
Q13702,How many people are affected by familial Mediterranean fever ?
Q13703,What are the genetic changes related to familial Mediterranean fever ?
Q13704,Is familial Mediterranean fever inherited ?
Q13705,What are the treatments for familial Mediterranean fever ?
Q13706,What is (are) primary hyperoxaluria ?
Q13707,How many people are affected by primary hyperoxaluria ?
Q13708,What are the genetic changes related to primary hyperoxaluria ?
Q13709,Is primary hyperoxaluria inherited ?
Q13710,What are the treatments for primary hyperoxaluria ?
Q13711,"What is (are) GM2-gangliosidosis, AB variant ?"
Q13712,"How many people are affected by GM2-gangliosidosis, AB variant ?"
Q13713,"What are the genetic changes related to GM2-gangliosidosis, AB variant ?"
Q13714,"Is GM2-gangliosidosis, AB variant inherited ?"
Q13715,"What are the treatments for GM2-gangliosidosis, AB variant ?"
Q13716,"What is (are) mitochondrial encephalomyopathy, lactic acidosis, and stroke-like episodes ?"
Q13717,"How many people are affected by mitochondrial encephalomyopathy, lactic acidosis, and stroke-like episodes ?"
Q13718,"What are the genetic changes related to mitochondrial encephalomyopathy, lactic acidosis, and stroke-like episodes ?"
Q13719,"Is mitochondrial encephalomyopathy, lactic acidosis, and stroke-like episodes inherited ?"
Q13720,"What are the treatments for mitochondrial encephalomyopathy, lactic acidosis, and stroke-like episodes ?"
Q13721,What is (are) Kuskokwim syndrome ?
Q13722,How many people are affected by Kuskokwim syndrome ?
Q13723,What are the genetic changes related to Kuskokwim syndrome ?
Q13724,Is Kuskokwim syndrome inherited ?
Q13725,What are the treatments for Kuskokwim syndrome ?
Q13726,What is (are) MYH9-related disorder ?
Q13727,How many people are affected by MYH9-related disorder ?
Q13728,What are the genetic changes related to MYH9-related disorder ?
Q13729,Is MYH9-related disorder inherited ?
Q13730,What are the treatments for MYH9-related disorder ?
Q13731,What is (are) Milroy disease ?
Q13732,How many people are affected by Milroy disease ?
Q13733,What are the genetic changes related to Milroy disease ?
Q13734,Is Milroy disease inherited ?
Q13735,What are the treatments for Milroy disease ?
Q13736,What is (are) familial atrial fibrillation ?
Q13737,How many people are affected by familial atrial fibrillation ?
Q13738,What are the genetic changes related to familial atrial fibrillation ?
Q13739,Is familial atrial fibrillation inherited ?
Q13740,What are the treatments for familial atrial fibrillation ?
Q13741,What is (are) GRN-related frontotemporal dementia ?
Q13742,How many people are affected by GRN-related frontotemporal dementia ?
Q13743,What are the genetic changes related to GRN-related frontotemporal dementia ?
Q13744,Is GRN-related frontotemporal dementia inherited ?
Q13745,What are the treatments for GRN-related frontotemporal dementia ?
Q13746,What is (are) nemaline myopathy ?
Q13747,How many people are affected by nemaline myopathy ?
Q13748,What are the genetic changes related to nemaline myopathy ?
Q13749,Is nemaline myopathy inherited ?
Q13750,What are the treatments for nemaline myopathy ?
Q13751,What is (are) CASK-related intellectual disability ?
Q13752,How many people are affected by CASK-related intellectual disability ?
Q13753,What are the genetic changes related to CASK-related intellectual disability ?
Q13754,Is CASK-related intellectual disability inherited ?
Q13755,What are the treatments for CASK-related intellectual disability ?
Q13756,What is (are) von Hippel-Lindau syndrome ?
Q13757,How many people are affected by von Hippel-Lindau syndrome ?
Q13758,What are the genetic changes related to von Hippel-Lindau syndrome ?
Q13759,Is von Hippel-Lindau syndrome inherited ?
Q13760,What are the treatments for von Hippel-Lindau syndrome ?
Q13761,What is (are) leukoencephalopathy with vanishing white matter ?
Q13762,How many people are affected by leukoencephalopathy with vanishing white matter ?
Q13763,What are the genetic changes related to leukoencephalopathy with vanishing white matter ?
Q13764,Is leukoencephalopathy with vanishing white matter inherited ?
Q13765,What are the treatments for leukoencephalopathy with vanishing white matter ?
Q13766,"What is (are) methemoglobinemia, beta-globin type ?"
Q13767,"How many people are affected by methemoglobinemia, beta-globin type ?"
Q13768,"What are the genetic changes related to methemoglobinemia, beta-globin type ?"
Q13769,"Is methemoglobinemia, beta-globin type inherited ?"
Q13770,"What are the treatments for methemoglobinemia, beta-globin type ?"
Q13771,What is (are) STING-associated vasculopathy with onset in infancy ?
Q13772,How many people are affected by STING-associated vasculopathy with onset in infancy ?
Q13773,What are the genetic changes related to STING-associated vasculopathy with onset in infancy ?
Q13774,Is STING-associated vasculopathy with onset in infancy inherited ?
Q13775,What are the treatments for STING-associated vasculopathy with onset in infancy ?
Q13776,What is (are) 3-M syndrome ?
Q13777,How many people are affected by 3-M syndrome ?
Q13778,What are the genetic changes related to 3-M syndrome ?
Q13779,Is 3-M syndrome inherited ?
Q13780,What are the treatments for 3-M syndrome ?
Q13781,What is (are) dopa-responsive dystonia ?
Q13782,How many people are affected by dopa-responsive dystonia ?
Q13783,What are the genetic changes related to dopa-responsive dystonia ?
Q13784,Is dopa-responsive dystonia inherited ?
Q13785,What are the treatments for dopa-responsive dystonia ?
Q13786,What is (are) prekallikrein deficiency ?
Q13787,How many people are affected by prekallikrein deficiency ?
Q13788,What are the genetic changes related to prekallikrein deficiency ?
Q13789,Is prekallikrein deficiency inherited ?
Q13790,What are the treatments for prekallikrein deficiency ?
Q13791,What is (are) mitochondrial neurogastrointestinal encephalopathy disease ?
Q13792,How many people are affected by mitochondrial neurogastrointestinal encephalopathy disease ?
Q13793,What are the genetic changes related to mitochondrial neurogastrointestinal encephalopathy disease ?
Q13794,Is mitochondrial neurogastrointestinal encephalopathy disease inherited ?
Q13795,What are the treatments for mitochondrial neurogastrointestinal encephalopathy disease ?
Q13796,What is (are) fish-eye disease ?
Q13797,How many people are affected by fish-eye disease ?
Q13798,What are the genetic changes related to fish-eye disease ?
Q13799,Is fish-eye disease inherited ?
Q13800,What are the treatments for fish-eye disease ?
Q13801,What is (are) Fabry disease ?
Q13802,How many people are affected by Fabry disease ?
Q13803,What are the genetic changes related to Fabry disease ?
Q13804,Is Fabry disease inherited ?
Q13805,What are the treatments for Fabry disease ?
Q13806,What is (are) MEGDEL syndrome ?
Q13807,How many people are affected by MEGDEL syndrome ?
Q13808,What are the genetic changes related to MEGDEL syndrome ?
Q13809,Is MEGDEL syndrome inherited ?
Q13810,What are the treatments for MEGDEL syndrome ?
Q13811,What is (are) DMD-associated dilated cardiomyopathy ?
Q13812,How many people are affected by DMD-associated dilated cardiomyopathy ?
Q13813,What are the genetic changes related to DMD-associated dilated cardiomyopathy ?
Q13814,Is DMD-associated dilated cardiomyopathy inherited ?
Q13815,What are the treatments for DMD-associated dilated cardiomyopathy ?
Q13816,What is (are) pyruvate dehydrogenase deficiency ?
Q13817,How many people are affected by pyruvate dehydrogenase deficiency ?
Q13818,What are the genetic changes related to pyruvate dehydrogenase deficiency ?
Q13819,Is pyruvate dehydrogenase deficiency inherited ?
Q13820,What are the treatments for pyruvate dehydrogenase deficiency ?
Q13821,What is (are) Fryns syndrome ?
Q13822,How many people are affected by Fryns syndrome ?
Q13823,What are the genetic changes related to Fryns syndrome ?
Q13824,Is Fryns syndrome inherited ?
Q13825,What are the treatments for Fryns syndrome ?
Q13826,What is (are) Cockayne syndrome ?
Q13827,How many people are affected by Cockayne syndrome ?
Q13828,What are the genetic changes related to Cockayne syndrome ?
Q13829,Is Cockayne syndrome inherited ?
Q13830,What are the treatments for Cockayne syndrome ?
Q13831,What is (are) early-onset primary dystonia ?
Q13832,How many people are affected by early-onset primary dystonia ?
Q13833,What are the genetic changes related to early-onset primary dystonia ?
Q13834,Is early-onset primary dystonia inherited ?
Q13835,What are the treatments for early-onset primary dystonia ?
Q13836,What is (are) Andersen-Tawil syndrome ?
Q13837,How many people are affected by Andersen-Tawil syndrome ?
Q13838,What are the genetic changes related to Andersen-Tawil syndrome ?
Q13839,Is Andersen-Tawil syndrome inherited ?
Q13840,What are the treatments for Andersen-Tawil syndrome ?
Q13841,What is (are) Gitelman syndrome ?
Q13842,How many people are affected by Gitelman syndrome ?
Q13843,What are the genetic changes related to Gitelman syndrome ?
Q13844,Is Gitelman syndrome inherited ?
Q13845,What are the treatments for Gitelman syndrome ?
Q13846,What is (are) 16p11.2 deletion syndrome ?
Q13847,How many people are affected by 16p11.2 deletion syndrome ?
Q13848,What are the genetic changes related to 16p11.2 deletion syndrome ?
Q13849,Is 16p11.2 deletion syndrome inherited ?
Q13850,What are the treatments for 16p11.2 deletion syndrome ?
Q13851,What is (are) Sjgren syndrome ?
Q13852,How many people are affected by Sjgren syndrome ?
Q13853,What are the genetic changes related to Sjgren syndrome ?
Q13854,Is Sjgren syndrome inherited ?
Q13855,What are the treatments for Sjgren syndrome ?
Q13856,What is (are) Werner syndrome ?
Q13857,How many people are affected by Werner syndrome ?
Q13858,What are the genetic changes related to Werner syndrome ?
Q13859,Is Werner syndrome inherited ?
Q13860,What are the treatments for Werner syndrome ?
Q13861,What is (are) multiple system atrophy ?
Q13862,How many people are affected by multiple system atrophy ?
Q13863,What are the genetic changes related to multiple system atrophy ?
Q13864,Is multiple system atrophy inherited ?
Q13865,What are the treatments for multiple system atrophy ?
Q13866,What is (are) Paget disease of bone ?
Q13867,How many people are affected by Paget disease of bone ?
Q13868,What are the genetic changes related to Paget disease of bone ?
Q13869,Is Paget disease of bone inherited ?
Q13870,What are the treatments for Paget disease of bone ?
Q13871,What is (are) dystrophic epidermolysis bullosa ?
Q13872,How many people are affected by dystrophic epidermolysis bullosa ?
Q13873,What are the genetic changes related to dystrophic epidermolysis bullosa ?
Q13874,Is dystrophic epidermolysis bullosa inherited ?
Q13875,What are the treatments for dystrophic epidermolysis bullosa ?
Q13876,What is (are) Mainzer-Saldino syndrome ?
Q13877,How many people are affected by Mainzer-Saldino syndrome ?
Q13878,What are the genetic changes related to Mainzer-Saldino syndrome ?
Q13879,Is Mainzer-Saldino syndrome inherited ?
Q13880,What are the treatments for Mainzer-Saldino syndrome ?
Q13881,What is (are) fibronectin glomerulopathy ?
Q13882,How many people are affected by fibronectin glomerulopathy ?
Q13883,What are the genetic changes related to fibronectin glomerulopathy ?
Q13884,Is fibronectin glomerulopathy inherited ?
Q13885,What are the treatments for fibronectin glomerulopathy ?
Q13886,What is (are) familial porencephaly ?
Q13887,How many people are affected by familial porencephaly ?
Q13888,What are the genetic changes related to familial porencephaly ?
Q13889,Is familial porencephaly inherited ?
Q13890,What are the treatments for familial porencephaly ?
Q13891,What is (are) Stve-Wiedemann syndrome ?
Q13892,How many people are affected by Stve-Wiedemann syndrome ?
Q13893,What are the genetic changes related to Stve-Wiedemann syndrome ?
Q13894,Is Stve-Wiedemann syndrome inherited ?
Q13895,What are the treatments for Stve-Wiedemann syndrome ?
Q13896,What is (are) biotinidase deficiency ?
Q13897,How many people are affected by biotinidase deficiency ?
Q13898,What are the genetic changes related to biotinidase deficiency ?
Q13899,Is biotinidase deficiency inherited ?
Q13900,What are the treatments for biotinidase deficiency ?
Q13901,What is (are) sialidosis ?
Q13902,How many people are affected by sialidosis ?
Q13903,What are the genetic changes related to sialidosis ?
Q13904,Is sialidosis inherited ?
Q13905,What are the treatments for sialidosis ?
Q13906,What is (are) Coffin-Siris syndrome ?
Q13907,How many people are affected by Coffin-Siris syndrome ?
Q13908,What are the genetic changes related to Coffin-Siris syndrome ?
Q13909,Is Coffin-Siris syndrome inherited ?
Q13910,What are the treatments for Coffin-Siris syndrome ?
Q13911,What is (are) Pompe disease ?
Q13912,How many people are affected by Pompe disease ?
Q13913,What are the genetic changes related to Pompe disease ?
Q13914,Is Pompe disease inherited ?
Q13915,What are the treatments for Pompe disease ?
Q13916,What is (are) dentatorubral-pallidoluysian atrophy ?
Q13917,How many people are affected by dentatorubral-pallidoluysian atrophy ?
Q13918,What are the genetic changes related to dentatorubral-pallidoluysian atrophy ?
Q13919,Is dentatorubral-pallidoluysian atrophy inherited ?
Q13920,What are the treatments for dentatorubral-pallidoluysian atrophy ?
Q13921,What is (are) X-linked sideroblastic anemia and ataxia ?
Q13922,How many people are affected by X-linked sideroblastic anemia and ataxia ?
Q13923,What are the genetic changes related to X-linked sideroblastic anemia and ataxia ?
Q13924,Is X-linked sideroblastic anemia and ataxia inherited ?
Q13925,What are the treatments for X-linked sideroblastic anemia and ataxia ?
Q13926,What is (are) hypercholesterolemia ?
Q13927,How many people are affected by hypercholesterolemia ?
Q13928,What are the genetic changes related to hypercholesterolemia ?
Q13929,Is hypercholesterolemia inherited ?
Q13930,What are the treatments for hypercholesterolemia ?
Q13931,What is (are) glycogen storage disease type III ?
Q13932,How many people are affected by glycogen storage disease type III ?
Q13933,What are the genetic changes related to glycogen storage disease type III ?
Q13934,Is glycogen storage disease type III inherited ?
Q13935,What are the treatments for glycogen storage disease type III ?
Q13936,What is (are) tetrasomy 18p ?
Q13937,How many people are affected by tetrasomy 18p ?
Q13938,What are the genetic changes related to tetrasomy 18p ?
Q13939,Is tetrasomy 18p inherited ?
Q13940,What are the treatments for tetrasomy 18p ?
Q13941,What is (are) heterotaxy syndrome ?
Q13942,How many people are affected by heterotaxy syndrome ?
Q13943,What are the genetic changes related to heterotaxy syndrome ?
Q13944,Is heterotaxy syndrome inherited ?
Q13945,What are the treatments for heterotaxy syndrome ?
Q13946,What is (are) Niemann-Pick disease ?
Q13947,How many people are affected by Niemann-Pick disease ?
Q13948,What are the genetic changes related to Niemann-Pick disease ?
Q13949,Is Niemann-Pick disease inherited ?
Q13950,What are the treatments for Niemann-Pick disease ?
Q13951,What is (are) Emanuel syndrome ?
Q13952,How many people are affected by Emanuel syndrome ?
Q13953,What are the genetic changes related to Emanuel syndrome ?
Q13954,Is Emanuel syndrome inherited ?
Q13955,What are the treatments for Emanuel syndrome ?
Q13956,What is (are) actin-accumulation myopathy ?
Q13957,How many people are affected by actin-accumulation myopathy ?
Q13958,What are the genetic changes related to actin-accumulation myopathy ?
Q13959,Is actin-accumulation myopathy inherited ?
Q13960,What are the treatments for actin-accumulation myopathy ?
Q13961,What is (are) tarsal-carpal coalition syndrome ?
Q13962,How many people are affected by tarsal-carpal coalition syndrome ?
Q13963,What are the genetic changes related to tarsal-carpal coalition syndrome ?
Q13964,Is tarsal-carpal coalition syndrome inherited ?
Q13965,What are the treatments for tarsal-carpal coalition syndrome ?
Q13966,What is (are) carbamoyl phosphate synthetase I deficiency ?
Q13967,How many people are affected by carbamoyl phosphate synthetase I deficiency ?
Q13968,What are the genetic changes related to carbamoyl phosphate synthetase I deficiency ?
Q13969,Is carbamoyl phosphate synthetase I deficiency inherited ?
Q13970,What are the treatments for carbamoyl phosphate synthetase I deficiency ?
Q13971,What is (are) Camurati-Engelmann disease ?
Q13972,How many people are affected by Camurati-Engelmann disease ?
Q13973,What are the genetic changes related to Camurati-Engelmann disease ?
Q13974,Is Camurati-Engelmann disease inherited ?
Q13975,What are the treatments for Camurati-Engelmann disease ?
Q13976,What is (are) prolidase deficiency ?
Q13977,How many people are affected by prolidase deficiency ?
Q13978,What are the genetic changes related to prolidase deficiency ?
Q13979,Is prolidase deficiency inherited ?
Q13980,What are the treatments for prolidase deficiency ?
Q13981,What is (are) childhood myocerebrohepatopathy spectrum ?
Q13982,How many people are affected by childhood myocerebrohepatopathy spectrum ?
Q13983,What are the genetic changes related to childhood myocerebrohepatopathy spectrum ?
Q13984,Is childhood myocerebrohepatopathy spectrum inherited ?
Q13985,What are the treatments for childhood myocerebrohepatopathy spectrum ?
Q13986,What is (are) familial paroxysmal kinesigenic dyskinesia ?
Q13987,How many people are affected by familial paroxysmal kinesigenic dyskinesia ?
Q13988,What are the genetic changes related to familial paroxysmal kinesigenic dyskinesia ?
Q13989,Is familial paroxysmal kinesigenic dyskinesia inherited ?
Q13990,What are the treatments for familial paroxysmal kinesigenic dyskinesia ?
Q13991,What is (are) multiple cutaneous and mucosal venous malformations ?
Q13992,How many people are affected by multiple cutaneous and mucosal venous malformations ?
Q13993,What are the genetic changes related to multiple cutaneous and mucosal venous malformations ?
Q13994,Is multiple cutaneous and mucosal venous malformations inherited ?
Q13995,What are the treatments for multiple cutaneous and mucosal venous malformations ?
Q13996,What is (are) isodicentric chromosome 15 syndrome ?
Q13997,How many people are affected by isodicentric chromosome 15 syndrome ?
Q13998,What are the genetic changes related to isodicentric chromosome 15 syndrome ?
Q13999,Is isodicentric chromosome 15 syndrome inherited ?
Q14000,What are the treatments for isodicentric chromosome 15 syndrome ?
Q14001,What is (are) androgen insensitivity syndrome ?
Q14002,How many people are affected by androgen insensitivity syndrome ?
Q14003,What are the genetic changes related to androgen insensitivity syndrome ?
Q14004,Is androgen insensitivity syndrome inherited ?
Q14005,What are the treatments for androgen insensitivity syndrome ?
Q14006,What is (are) congenital bilateral absence of the vas deferens ?
Q14007,How many people are affected by congenital bilateral absence of the vas deferens ?
Q14008,What are the genetic changes related to congenital bilateral absence of the vas deferens ?
Q14009,Is congenital bilateral absence of the vas deferens inherited ?
Q14010,What are the treatments for congenital bilateral absence of the vas deferens ?
Q14011,What is (are) Leber hereditary optic neuropathy ?
Q14012,How many people are affected by Leber hereditary optic neuropathy ?
Q14013,What are the genetic changes related to Leber hereditary optic neuropathy ?
Q14014,Is Leber hereditary optic neuropathy inherited ?
Q14015,What are the treatments for Leber hereditary optic neuropathy ?
Q14016,What is (are) Netherton syndrome ?
Q14017,How many people are affected by Netherton syndrome ?
Q14018,What are the genetic changes related to Netherton syndrome ?
Q14019,Is Netherton syndrome inherited ?
Q14020,What are the treatments for Netherton syndrome ?
Q14021,What is (are) Down syndrome ?
Q14022,How many people are affected by Down syndrome ?
Q14023,What are the genetic changes related to Down syndrome ?
Q14024,Is Down syndrome inherited ?
Q14025,What are the treatments for Down syndrome ?
Q14026,What is (are) paroxysmal nocturnal hemoglobinuria ?
Q14027,How many people are affected by paroxysmal nocturnal hemoglobinuria ?
Q14028,What are the genetic changes related to paroxysmal nocturnal hemoglobinuria ?
Q14029,Is paroxysmal nocturnal hemoglobinuria inherited ?
Q14030,What are the treatments for paroxysmal nocturnal hemoglobinuria ?
Q14031,What is (are) congenital mirror movement disorder ?
Q14032,How many people are affected by congenital mirror movement disorder ?
Q14033,What are the genetic changes related to congenital mirror movement disorder ?
Q14034,Is congenital mirror movement disorder inherited ?
Q14035,What are the treatments for congenital mirror movement disorder ?
Q14036,What is (are) Knobloch syndrome ?
Q14037,How many people are affected by Knobloch syndrome ?
Q14038,What are the genetic changes related to Knobloch syndrome ?
Q14039,Is Knobloch syndrome inherited ?
Q14040,What are the treatments for Knobloch syndrome ?
Q14041,What is (are) potassium-aggravated myotonia ?
Q14042,How many people are affected by potassium-aggravated myotonia ?
Q14043,What are the genetic changes related to potassium-aggravated myotonia ?
Q14044,Is potassium-aggravated myotonia inherited ?
Q14045,What are the treatments for potassium-aggravated myotonia ?
Q14046,What is (are) maternally inherited diabetes and deafness ?
Q14047,How many people are affected by maternally inherited diabetes and deafness ?
Q14048,What are the genetic changes related to maternally inherited diabetes and deafness ?
Q14049,Is maternally inherited diabetes and deafness inherited ?
Q14050,What are the treatments for maternally inherited diabetes and deafness ?
Q14051,What is (are) Krabbe disease ?
Q14052,How many people are affected by Krabbe disease ?
Q14053,What are the genetic changes related to Krabbe disease ?
Q14054,Is Krabbe disease inherited ?
Q14055,What are the treatments for Krabbe disease ?
