disease_id:ID(Disease),name
D12692,pelvic girdle muscle weakness
D12693,pelvic heaviness
D12694,pelvic inflammatory disease
D12695,pelvic inflammatory disease - pain
D12696,pelvic muscle
D12697,pelvic organ prolapse
D12698,pelvic pain
D12699,pelvifemoral limb-girdle muscular dystrophy
D12700,pemphigoid
D12701,pemphigus
D12702,pemphigus vulgaris
D12703,pen
D12704,pena-shokeir syndrome type ii
D12705,pendred syndrome
D12706,pendred's syndrome
D12707,penile cancer
D12708,pentosuria
D12709,penttinen-aula syndrome
D12710,peopleeven
D12711,peptic ulcer
D12712,peptic ulcer breaks a blood vessel - perforationwhen a peptic ulcer
D12713,peptic ulcer disease
D12714,peptic ulcer pain
D12715,peptic ulcer symptoms
D12716,per-i-kar-di-tis
D12717,percussion myotonia
D12718,percussion-induced
D12719,percussion-induced muscle mounding
D12720,perforation
D12721,pericardial effusion
D12722,pericardial tamponade
D12723,pericardiocentesis
D12724,pericarditis
D12725,pericytic tumors
D12726,perihilar bile duct cancer
D12727,perinatal anoxic-ischemic encephalopathy
D12728,perineum
D12729,periodontal disease
D12730,periodontitis
D12731,periorbital edema
D12732,periostosis
D12733,peripheral arterial disease
D12734,peripheral arteriovenous fistula
D12735,peripheral artery disease
D12736,peripheral cyanosis
D12737,peripheral edema
D12738,peripheral hypomyelination
D12739,peripheral motor and sensory neuropathy
D12740,peripheral nerve damage
D12741,peripheral nerve disorder
D12742,peripheral nerve disorders
D12743,peripheral nerve injury
D12744,peripheral nerve palsy
D12745,peripheral nervous system tumors
D12746,peripheral neuritis
D12747,peripheral neuropathies
D12748,peripheral neuropathy
D12749,peripheral neuropathy - ptosis - skeletal muscle atrophy
D12750,peripheral neuropathy - spastic tetraplegia - tetraplegia - urinary incontinence
D12751,peripheral neuropathy anterior-horn-cell disease metabolic abnormalities
D12752,peripheral neuropathy seizures depression impulsive and/or aggressive behavior psychosis gastrointestinal problems intellectual disability
D12753,peripheral primitive neuroectodermal tumor
D12754,peripheral pulmonary artery stenosis
D12755,peripheral sensory neuropathy - dysarthria - dysphagia - gaze-evoked nystagmus - hyperreflexia - hypoplasia of the corpus callosum - impaired vibration sensation
D12756,peripheral t-cell lymphoma
D12757,peripheral vascular disease
D12758,peripheral vision
D12759,peripheral/systemic lymphoma lymphoma
D12760,peristalsis
D12761,perisylvian syndrome
D12762,peritoneal cancer
D12763,peritoneal disorders
D12764,peritoneal leiomyomatosis
D12765,peritonitis
D12766,periungual telangiectasia
D12767,periventricular heterotopia
D12768,periventricular nodular heterotopia
D12769,periventricular-intraventricular
D12770,permanent language disorder
D12771,permanent limb weakness
D12772,permanent loss of movement
D12773,permanent loss of vision
D12774,permanent sensory loss
D12775,pernicious
D12776,pernicious anemia
D12777,pernio
D12778,perniosis
D12779,peroneal muscular atrophy
D12780,perrault syndrome
D12781,perrault syndrome 2 - genetic testing registry
D12782,perrault syndrome 4 - genetic testing registry
D12783,perry syndrome
D12784,person-to-person
D12785,personality and behavior
D12786,personality disorder
D12787,personality disorders
D12788,pervasive developmental disorder
D12789,pervasive developmental disorders
D12790,pes planus
D12791,petechiae
D12792,peters anomaly
D12793,peters plus syndrome
D12794,peters plus syndrome experience vision loss
D12795,peters' anomaly
D12796,peudomyotonia
D12797,peutz jeghers syndrome
D12798,peutz-jeghers syndrome
D12799,pex
D12800,pex1
D12801,peyronie disease
D12802,peyronie's disease
D12803,peyronies disease
D12804,pfapa
D12805,pfeiffer mayer syndrome
D12806,pfeiffer syndrome
D12807,pfic
D12808,pfic1
D12809,pfic2
D12810,pfic3
D12811,pgad
D12812,ph
D12813,pha2
D12814,phace syndrome
D12815,phacomatosis pigmentovascularis
D12816,phaeohyphomycosis
D12817,phalangeal epiphyseal ossification
D12818,phantosmia
D12819,pharyngeal edema - vomiting - the human
D12820,pharyngitis
D12821,phaver syndrome
D12822,phelan-mcdermid syndrome
D12823,phenylketonuria
D12824,pheochromocytoma
D12825,pheochromocytoma - pituitary adenoma
D12826,pheochromocytoma - polycythemia - pulmonary capillary hemangiomatosis - renal cell carcinoma - retinal capillary hemangioma
D12827,pheochromocytoma-islet cell tumor syndrome
D12828,pheochromocytoma-predisposing syndrome
D12829,pheochromocytomas
D12830,phid
D12831,philtrum
D12832,philtrum - anodontia - anteverted ears - autosomal recessive inheritance - cleft palate - cleft upper lip - cutaneous finger syndactyly - cutaneous syndactyly of toes - hypodontia - hypohidrosis - microdontia - nail dysplasia - palmoplantar hyperkeratosis
D12833,philtrum - cleft palate - cleft upper lip - craniosynostosis - cryptorchidism - depressed nasal tip - diastasis recti - downturned corners of mouth - epicanthus inversus
D12834,philtrum - delayed skeletal maturation - dental malocclusion - dolichocephaly - failure to thrive - feeding difficulties
D12835,philtrum - delayed speech and language development - feeding difficulties
D12836,philtrum - depressed nasal bridge - failure to thrive - hepatic fibrosis
D12837,philtrum - failure to thrive - intellectual disability
D12838,philtrum - microcephaly
D12839,philtrum - microcephaly - muscular hypotonia
D12840,philtrum - microphthalmia - pectus excavatum
D12841,philtrum - osteopenia - short nose - wide nose - the human
D12842,philtrum - spasticity - talipes equinovarus
D12843,philtrum - spina bifida occulta - talipes equinovarus - thyroid lymphangiectasia - umbilical hernia - ventricular septal defect - vesicoureteral reflux - wide nasal bridge - the human
D12844,philtrum - stenosis of the external auditory canal - strabismus - supernumerary nipple - thin vermilion border - trigonocephaly - turricephaly - umbilical hernia - upslanted palpebral fissure - ventricular septal defect - vesicoureteral reflux - wide intermamillary distance - the human
D12845,philtrum - stereotypic behavior
D12846,philtrum - strabismus - telecanthus - tracheoesophageal fistula - umbilical hernia - ventricular septal defect - ventriculomegaly - weak cry - wide nasal bridge - widow's peak - x-linked recessive inheritance
D12847,philtrum - strabismus - upslanted palpebral fissure
D12848,philtrum - strabismus - wide mouth
D12849,philtrum - subaortic stenosis
D12850,philtrum - supernumerary ribs - supernumerary vertebrae - thick eyebrow - white eyebrow - white eyelashes - the human
D12851,philtrum - thrombocytopenia - thromboembolism - tremor - visual impairment
D12852,philtrum - thrombocytopenia - vomiting - x-linked recessive inheritance
D12853,philtrum 2/2 low-set ears 2/2 malar flattening 2/2 narrow mouth 2/2 nasal speech 2/2
D12854,phimosis
D12855,phlegm
D12856,phn
D12857,phobia
D12858,phobias
D12859,phocomelia
D12860,phocomelia - pneumothorax
D12861,phocomelia - polycystic kidney dysplasia
D12862,phocomelia syndrome
D12863,phonic tics
D12864,phonophobia
D12865,phosphorylase deficiency
D12866,photoexposed
D12867,photophobia
D12868,photophobia - pigmentary retinopathy
D12869,photoprotection
D12870,photopsia
D12871,photopsias
D12872,photosensitive
D12873,photosensitive trichothiodystrophy
D12874,photosensitivity
D12875,phox2b
D12876,php-1a
D12877,phthisis
D12878,physical abnormalities
D12879,physical abnormalities including brain malformations
D12880,physical disability
D12881,physical labor
D12882,physicalactivity
D12883,picks disease
D12884,pickwickian syndrome
D12885,pid
D12886,piebaldism
D12887,pierre robin
D12888,pierre robin sequence
D12889,pierre robin syndrome
D12890,pierre-robin syndrome
D12891,pierson syndrome
D12892,piesowicz syndrome
D12893,pigment loss
D12894,pigment-dispersion
D12895,pigment-dispersion syndrome
D12896,pigmentary abnormalities
D12897,pigmentary degeneration
D12898,pigmentary glaucoma
D12899,pigmentary lesion
D12900,pigmentary lesions
D12901,pigmentary nevus
D12902,pigmentary orthochromatic leukodystrophy
D12903,pigmentary retinal degeneration
D12904,pigmentary retinal deposits
D12905,pigmentary retinopathy
D12906,pigmentary retinopathy - pulverulent cataract - retinal arteriolar constriction
D12907,pigmentary retinopathy - rod-cone dystrophy
D12908,pigmentary retinopathy - sudden death
D12909,pigmentation
D12910,pigmentation anomaly
D12911,pigmentosa reticularis
D12912,pigv
D12913,pilaris
D12914,pili annulati
D12915,pillay syndrome
D12916,pilocytic astrocytoma
D12917,pilocytic astrocytomas
D12918,pilomatricoma
D12919,pilomatricomas
D12920,pilomatrix carcinoma
D12921,pilomatrix carcinomas
D12922,pilomatrixoma
D12923,pilomatrixomas
D12924,pimples
D12925,pineal cysts
D12926,pineal hyperplasia
D12927,pineal tumor
D12928,pineoblastoma
D12929,pineoblastomas
D12930,pineocytoma
D12931,pineocytomas
D12932,pinworm
D12933,pinworm infection
D12934,pinworm infections
D12935,pinworms
D12936,pioglitazoneare
D12937,pip joints - short finger - the human
D12938,piriformis syndrome
D12939,pitt-hopkins syndrome
D12940,pitt-hopkins-like syndrome
D12941,pitt-rogers-danks syndrome
D12942,pitting
D12943,pituitary
D12944,pituitary adenoma
D12945,pituitary adenomas
D12946,pituitary called adenomas
D12947,pituitary carcinomas
D12948,pituitary deficiencies
D12949,pituitary disorders
D12950,pituitary dysfunction
D12951,pituitary gland dysfunction
D12952,pituitary gland lesions
D12953,pituitary gland tumor
D12954,pituitary hormone deficiency
D12955,pituitary hyperplasia
D12956,pituitary hypoplasia
D12957,pituitary hypoplasia - autosomal dominant inheritance - autosomal recessive inheritance - growth hormone deficiency - optic disc hypoplasia - optic nerve hypoplasia
D12958,pituitary hypoplasia - autosomal dominant inheritance - axillary apocrine gland hypoplasia - breast hypoplasia - deformed radius - delayed puberty - ectopic posterior pituitary - hypodontia - hypoplasia of the radius - hypoplasia of the ulna - hypoplastic nipples - hypoplastic scapulae - imperforate hymen - inguinal hernia
D12959,pituitary hypoplasia - autosomal dominant inheritance - butterfly vertebrae - coloboma - esophageal atresia - frontal bossing - hemivertebrae - hypogonadotrophic hypogonadism - hypoplasia of the corpus callosum - hypospadias - hypothalamic hamartoma - microcephaly - micropenis - microphthalmia - missing ribs - muscular hypotonia - optic nerve hypoplasia
D12960,pituitary hypoplasia - autosomal recessive inheritance - gonadotropin deficiency
D12961,pituitary malfunction
D12962,pituitary or adrenal tumors
D12963,pituitary tumor
D12964,pituitary tumors
D12965,pityriasis
D12966,pityriasis lichenoides
D12967,pityriasis lichenoides chronica
D12968,pityriasis lichenoides et varioliformis acuta
D12969,pityriasis rubra pilaris
D12970,pji
D12971,pjs
D12972,pkan
D12973,pkd
D12974,pkd develop kidney failure
D12975,pkd2 - kidney abnormalities
D12976,pkds
D12977,pku
D12978,placental abruption
D12979,placental-site gestational trophoblastic tumor
D12980,placental-site gestational trophoblastic tumors
D12981,placental-site trophoblastic tumor
D12982,placental-site trophoblastic tumors
D12983,plagiocephaly
D12984,planitis
D12985,planus
D12986,planus - retrognathia - scoliosis - tall stature
D12987,plaque-type psoriasis
D12988,plasmablastic lymphoma
D12989,plasmacytoma
D12990,plasmacytoma of the bone often becomes multiple myeloma
D12991,platelet abnormalities
D12992,platelet abnormality
D12993,platelet aggregation
D12994,platelet deficiency
D12995,platelet disorder
D12996,platelet disorders
D12997,platelet dysfunction
D12998,platelet syndrome
D12999,platelet transfusions
D13000,platelets are blood cell
D13001,platelets are small blood cell
D13002,platinum-based
D13003,platybasia
D13004,platyspondylic
D13005,platyspondylic lethal
D13006,platyspondylic lethal skeletal dysplasia
D13007,platyspondyly
D13008,platyspondyly - diabetes mellitus - flat acetabular roof - generalized bronze hyperpigmentation - genu valgum - growth abnormality
D13009,plds
D13010,pleomorphic liposarcoma
D13011,pleomorphic xanthoastrocytoma
D13012,pleonosteosis
D13013,pleural cancer
D13014,pleural disorder
D13015,pleural disorderfor
D13016,pleural disorders
D13017,pleural effusion
D13018,pleural effusions
D13019,pleural lymphangiectasia - protein-losing enteropathy - rectal prolapse - retrognathia - scoliosis - sensorineural hearing impairment
D13020,pleurisy
D13021,pleuritis
D13022,pleuropulmonary blastoma
D13023,pleuropulmonary blastoma cancer predisposition syndrome
D13024,pleva
D13025,plexiform fibrohistiocytic tumor
D13026,plexiform neurofibroma
D13027,plexus injuries
D13028,plexus neuropathy
D13029,plexus neuropathy - cleft palate
D13030,plmd
D13031,plms
D13032,plosl
D13033,plp1-related disorders
D13034,pltd
D13035,plummer-vinson syndrome
D13036,pluripotent
D13037,pmd
D13038,pml
D13039,pmm2-cdg
D13040,pms
D13041,pmse syndrome
D13042,pndm
D13043,pnet
D13044,pneumococcal infections
D13045,pneumococcal pneumonia
D13046,pneumococci
D13047,pneumocystis
D13048,pneumocystis carinii
D13049,pneumocystis carinii pneumonia
D13050,pneumocystis jiroveci
D13051,pneumocystis pneumonia
D13052,pneumonia
D13053,pneumonia - brachydactyly syndrome
D13054,pneumonia - immunodeficiency - lymphopenia - recurrent otitis
D13055,pneumonia - retrognathia - shallow orbits - short distal phalanx of finger - short mandibular rami - short philtrum - short sternum - sporadic - synophrys - tall stature
D13056,pneumonia - rod-cone dystrophy
D13057,pneumonia mycobacterium avium intracellulare corynebacterium
D13058,pneumoniae
D13059,pneumonitis
D13060,pneumothorax
D13061,pneumothorax - talipes equinovarus - uterine prolapse
D13062,pnh
D13063,poems syndrome
D13064,pof
D13065,poi
D13066,poikiloderma
D13067,poikiloderma - sensorineural hearing impairment
D13068,poikiloderma - spastic paraplegia
D13069,pointes
D13070,pointes - ventricular fibrillation
D13071,poisioning
D13072,poisoning
D13073,poisonings
D13074,pol iii-related leukodystrophy
D13075,poland syndrome
D13076,pold
D13077,polg-related disorders
D13078,poliomyelitis
D13079,polr3a
D13080,polyangiitis
D13081,polyarteritis
D13082,polyarteritis nodosa
D13083,polyarthritis
D13084,polyarticular
D13085,polyarticular juvenile idiopathic arthritis
D13086,polychondritis
D13087,polycoria
D13088,polycystic kidney disease
D13089,polycystic kidney dysplasia
D13090,polycystic kidney dysplasia - renal agenesis - renal dysplasia - renal malrotation - renal steatosis
D13091,polycystic kidneys
D13092,polycystic lipomembranous osteodysplasia
D13093,polycystic liver disease
D13094,polycystic ovarian syndrome
D13095,polycystic ovaries
D13096,polycystic ovaries 7.5
D13097,polycystic ovaries 7.5% abnormality of the ear - autosomal recessive inheritance - broad palm - cerebellar atrophy
D13098,polycystic ovaries 7.5% pulmonary hypoplasia
D13099,polycystic ovaries 7.5% sarcoma 7.5% tall stature
D13100,polycystic ovary syndrome
D13101,polycythemia
D13102,polycythemia vera
D13103,polycythemia vera - mpn
D13104,polydactyly
D13105,polydactyly - hearing impairment
D13106,polydactyly - hiatus hernia - horseshoe kidney - hydrocephalus - hydronephrosis - hypodontia - hypoplasia of dental enamel - hypoplastic nipples - inguinal hernia - intellectual disability - intestinal malrotation
D13107,polydipsia
D13108,polydystrophy
D13109,polyembryoma
D13110,polyembryomas
D13111,polyendocrine deficiency syndrome
D13112,polyendocrinopathy
D13113,polyglandular autoimmune syndrome
D13114,polyglucosan
D13115,polyglucosan body disease
D13116,polyglucosan body disease - genetic testing
D13117,polyhydramnios
D13118,polyhydramnios - polymicrogyria - pulmonary hypertension - respiratory failure - retrognathia - seizures
D13119,polyhydramnios - polysplenia - posteriorly rotated ears - prominent occiput - short palpebral fissure
D13120,polyhydramnios - polyuria - premature birth - prominent forehead - renal juxtaglomerular cell hypertrophy/hyperplasia - renal potassium
D13121,polyhydramnios - postaxial foot polydactyly - postaxial hand polydactyly - pulmonary hypoplasia
D13122,polyhydramnios - premature birth - proptosis - radial bowing
D13123,polyhydramnios - pulmonary hypoplasia
D13124,polyhydramnios - pulmonary insufficiency
D13125,polyhydramnios - pulmonary lymphangiectasia - recurrent respiratory infections
D13126,polymicrogyria
D13127,polymicrogyria - hyperreflexia - hypertonia - hypoplasia of the brainstem - intellectual disability
D13128,polymyalgia
D13129,polymyalgia rheumatica
D13130,polymyositis
D13131,polyneuropathy
D13132,polyneuropathy - nephrolithiasis - osteoarthritis - osteomalacia - osteoporosis - personality changes - poor motor coordination - proteinuria - renal tubular dysfunction
D13133,polyneuropathy - pontocerebellar atrophy
D13134,polyneuropathy - psychosis - ptosis - the human
D13135,polyneuropathy - renal insufficiency
D13136,polyneuropathy mental retardation acromicria premature menopause
D13137,polyostotic fibrous dysplasia
D13138,polyp
D13139,polyposis
D13140,polyps
D13141,polyps polyps
D13142,polysplenia
D13143,polysplenia/heterotaxy syndrome
D13144,polyuria
D13145,pomc deficiency
D13146,pompe disease
D13147,pontine
D13148,pontine and cerebellar hypoplasia
D13149,pontine glioma
D13150,pontine gliomas
D13151,pontocerebellar hypoplasia
D13152,pontocerebellar hypoplasia type 1
D13153,pontocerebellar hypoplasia type 1 (pch1
D13154,pontocerebellar hypoplasia type 1 be treated
D13155,pontocerebellar hypoplasia type 1 inherited
D13156,pontocerebellar hypoplasia type 1? pontocerebellar hypoplasia type 1 (pch1) may first present in the prenatal period with reduced fetal movement
D13157,pontocerebellar hypoplasia type 2 (pch2
D13158,"pontocerebellar hypoplasia type 2? the human phenotype ontology provides the following list of signs and symptoms for pontocerebellar hypoplasia type 2. if the information is available, the table below includes how often the symptom"
D13159,"pontocerebellar hypoplasia type 3? the human phenotype ontology provides the following list of signs and symptoms for pontocerebellar hypoplasia type 3. if the information is available, the table below includes how often the symptom"
D13160,pontocerebellar hypoplasia type 5? the human phenotype ontology provides the following list of signs and symptoms for pontocerebellar hypoplasia type 5
D13161,"pontocerebellar hypoplasia type 6? the human phenotype ontology provides the following list of signs and symptoms for pontocerebellar hypoplasia type 6. if the information is available, the table below includes how often the symptom"
D13162,pontoneocerebellar hypoplasia
D13163,popliteal pterygium 7.5
D13164,popliteal pterygium syndrome
D13165,porencephaly
D13166,porencephaly cerebellar hypoplasia internal malformations
D13167,pork
D13168,pork tapeworm
D13169,porokeratosis
D13170,porokeratosis of mibelli
D13171,porphyria
D13172,porphyria cutanea tarda
D13173,porphyrias
D13174,porphyromonas
D13175,port-wine
D13176,positional foot deformity
D13177,post-exertion
D13178,post-exertional malaise
D13179,post-herpetic neuralgia
D13180,post-infective
D13181,post-lyme disease syndrome
D13182,post-menopausal bleeding
D13183,post-polio syndrome
D13184,post-streptococcal glomerulonephritis
D13185,post-stroke
D13186,post-stroke pain
D13187,post-transplant lymphoproliferative disease
D13188,post-transplant lymphoproliferative disorder
D13189,post-traumatic parkinsonism
D13190,post-traumatic stress disorder
D13191,postaxial
D13192,postaxial foot polydactyly
D13193,postaxial foot polydactyly - postaxial hand polydactyly
D13194,postaxial foot polydactyly - postaxial hand polydactyly - renal corticomedullary cysts - retinal dystrophy - stage 5 chronic kidney disease
D13195,postaxial foot polydactyly 7.5% preaxial hand polydactyly 7.5
D13196,postaxial foot polydactyly 7.5% renal hypoplasia/aplasia 7.5
D13197,postaxial foot polydactyly 7.5% talipes
D13198,postaxial hand polydactyly
D13199,postaxial hand polydactyly 5% preaxial hand polydactyly
D13200,postaxial hand polydactyly 7.5
D13201,postaxial hand polydactyly 7.5% abdominal distention
D13202,postaxial hand polydactyly 7.5% preaxial hand polydactyly
D13203,postaxial hand polydactyly 7.5% spina bifida
D13204,postaxial oligodactyly - ptosis - restrictive external ophthalmoplegia - syndactyly - the human phenotype ontology (hpo
D13205,postaxial polydactyly
D13206,postencephalitic parkinson's disease
D13207,postencephalitic parkinsonism
D13208,postherpetic neuralgia
D13209,postlingual
D13210,postnasal
D13211,posttransplant lymphoproliferative disorders
D13212,posttransplantation lymphoproliferative disorder
D13213,posttraumatic stress disorder
D13214,posturing
D13215,posturing of the limbs
D13216,potassium-aggravated myotonia
D13217,potatoes tomatoes sweet potatoes cooked spinach cooked broccoli
D13218,potentials - achalasia - adrenocorticotropin
D13219,potentials - anhidrosis - arrhythmia - ataxia
D13220,potentials - autosomal dominant inheritance - central scotoma - centrocecal scotoma
D13221,potentials - autosomal dominant inheritance - central scotoma - centrocecal scotoma - horizontal nystagmus
D13222,potocki-lupski syndrome
D13223,potocki-shaffer syndrome
D13224,pots
D13225,potter
D13226,pouchitis
D13227,pounding
D13228,pphp
D13229,ppm-x syndrome
D13230,ppnad
D13231,pprd
D13232,prader-willi
D13233,prader-willi syndrome
D13234,prca
D13235,prcc
D13236,pre-cancer
D13237,pre-cancerous
D13238,pre-hypertension
D13239,preaxial
D13240,preaxial deficiency
D13241,preaxial foot polydactyly
D13242,preaxial foot polydactyly - preaxial hand polydactyly
D13243,preaxial hand polydactyly
D13244,preaxial hand polydactyly - radial deviation of thumb terminal phalanx - the human
D13245,preaxial polydactyly
D13246,preaxial polydactyly type 1? the human phenotype ontology provides the following list of signs and symptoms for preaxial polydactyly type 1
D13247,preaxial polydactyly type 2? the human phenotype ontology provides the following list of signs and symptoms for preaxial polydactyly type 2. if the information
D13248,preaxial polydactyly type 4? the human phenotype ontology provides the following list of signs and symptoms for preaxial polydactyly type 4. if the information
D13249,precancerous changes high-grade dysplasia
D13250,precancerous or cancerous features should
D13251,prediabetes
D13252,preeclampsia
D13253,preeclampsia/eclampsia 4 - genetic
D13254,pregnancy - autosomal dominant inheritance
D13255,pregnancy loss
D13256,pregnancy-induced
D13257,prekallikrein deficiency
D13258,preleukemia
D13259,prelingual
D13260,premature
D13261,premature birth
D13262,premature death
D13263,premature hair loss
D13264,premature infants' lungs
D13265,premature keratinization
D13266,premature labor
D13267,premature loss of primary teeth
D13268,premature loss of primary teeth 7.5% autosomal dominant inheritance - blue sclerae
D13269,premature loss of primary teeth 7.5% ptosis 7.5% reduced consciousness/confusion 7.5% renovascular hypertension
D13270,premature loss of teeth 7.5% primary adrenal insufficiency
D13271,premature loss of teeth 90% craniofacial hyperostosis
D13272,premature osteoarthritis
D13273,premature ovarian failure
D13274,premature ovarian failure - x-linked inheritance
D13275,premature ovarian failure 1 these resources from medlineplus offer information about the diagnosis and management of various health conditions: - diagnostic tests - drug therapy - surgery and rehabilitation - genetic counseling - palliative care
D13276,premature ovarian insufficiency
D13277,premature red blood cell breakdown
D13278,premature tooth loss
D13279,prematurity
D13280,premenstrual dysphoric disorder
D13281,premenstrual syndrome
D13282,premolar aplasia
D13283,premutation
D13284,premutations
D13285,presacral teratoma 7.5
D13286,presbyacusis
D13287,presbycusis
D13288,presbyosmia
D13289,presbyosmia -- loss of smell
D13290,presenile dementia
D13291,preterm labor
D13292,pretibial epidermolysis bullosa
D13293,pretibial myxedema
D13294,preventing infection
D13295,priapism
D13296,pricking sensations
D13297,prickling
D13298,prickling or tingling sensation
D13299,prickling or tingling sensations
D13300,prickling sensation
D13301,primary adrenal insufficiency
D13302,primary alveolar hypoventilation
D13303,primary amenorrhea
D13304,primary amyloidosis
D13305,primary amyloidosis of the kidneys or dialysis-related amyloidosis
D13306,primary and congenital lactase deficiency
D13307,primary angiitis
D13308,primary antiphospholipid syndrome
D13309,primary arachnoid cysts
D13310,primary autosomal recessive microcephalies and seckel syndrome spectrum disorders - genetic testing registry: primary autosomal recessive microcephaly 1 - genetic testing registry: primary autosomal recessive microcephaly 2 - genetic testing registry: primary autosomal recessive microcephaly 3 - genetic testing registry: primary autosomal recessive microcephaly 4 - genetic testing registry: primary autosomal recessive microcephaly 5 - genetic testing registry: primary autosomal recessive microcephaly 6 - genetic testing registry: primary autosomal recessive microcephaly 7 - medlineplus encyclopedia: head circumference these resources from medlineplus offer information about the diagnosis and management of various health conditions: - diagnostic tests - drug therapy - surgery and rehabilitation - genetic counseling - palliative care
D13311,primary biliary cirrhosis
D13312,primary biliary cirrhosis.3
D13313,primary brain tumors
D13314,primary cancer
D13315,primary carnitine deficiency
D13316,primary ciliary dyskinesia
D13317,primary cipo have gain or loss
D13318,primary cns lymphoma
D13319,primary cns lymphoma related to aids
D13320,primary congenital glaucoma
D13321,primary congenital pulmonary lymphangiectasia
D13322,primary dysautonomia
D13323,primary dystonias
D13324,primary effusion lymphoma
D13325,primary erythromelalgia
D13326,primary familial brain calcification
D13327,primary gallbladder cancer
D13328,primary hemochromatosis
D13329,primary hyperaldosteronism
D13330,primary hyperoxaluria
D13331,primary hyperoxaluria type 1 - gene review: gene review
D13332,primary hyperoxaluria type 1 and
D13333,primary hyperoxaluria type 2
D13334,primary hyperoxaluria type 2 - gene review: gene review
D13335,primary hyperoxaluria type 2 are typically
D13336,primary hyperoxaluria type 2 is
D13337,primary hyperoxaluria type 2 is similar to type 1
D13338,primary hyperoxaluria type 2? primary hyperoxaluria type 2 is characterized by recurrent nephrolithiasis
D13339,primary hyperoxaluria type 3 - genetic testing
D13340,primary hyperparathyroidism
D13341,primary hypogonadism
D13342,primary illness
D13343,primary immunodeficiencies
D13344,primary immunodeficiency
D13345,primary immunodeficiency syndrome
D13346,primary infection
D13347,primary insomnia
D13348,primary intestinal pseudo-obstruction
D13349,primary intraocular lymphoma
D13350,primary is cancer
D13351,primary lactase deficiency
D13352,primary lateral sclerosis
D13353,primary liver cancer
D13354,primary lymphedema
D13355,primary macronodular adrenal hyperplasia
D13356,primary malignant melanocytic tumors
D13357,primary mediastinal b-cell lymphoma
D13358,primary melanoma of the gastrointestinal (gi) tract refers to a melanoma
D13359,primary melanoma of the small
D13360,primary melanoma of the small intestine
D13361,primary melanoma of the small intestine often involves the surgical resection of the tumor
D13362,primary melanoma of the small intestine? symptoms of primary melanoma of the small intestine
D13363,primary myelofibrosis
D13364,primary myelofibrosis - myeloproliferative neoplasm
D13365,primary open-angle glaucoma
D13366,primary orthostatic hypotension
D13367,primary orthostatic tremor
D13368,primary osteoporosis
D13369,primary ovarian failure
D13370,primary ovarian insufficiency
D13371,primary peritoneal cancer
D13372,primary peritoneal cancers
D13373,primary polycythemia
D13374,primary progressive aphasia
D13375,primary pulmonary hypertension
D13376,primary pulmonary hypertension 2 - genetic testing registry: primary pulmonary hypertension 3 - genetic testing registry: primary pulmonary hypertension 4 - medlineplus encyclopedia: pulmonary hypertension
D13377,primary renal myoepithelial carcinoma
D13378,primary renal synovial sarcoma
D13379,primary sclerosing cholangitis
D13380,primary sjgren syndrome
D13381,primary synovial chondromatosis
D13382,primary teeth - hypodontia - increased bone mineral density - narrow palate
D13383,primary thrombocythemia
D13384,primary trimethylaminuria
D13385,primary tumor
D13386,primary tumors
D13387,primordial dwarfism
D13388,primrose syndrome
D13389,prinzmetals' variant angina
D13390,prion disease
D13391,prion diseases
D13392,prion disorders
D13393,proctitis
D13394,procyonis infection
D13395,prodromal
D13396,progeria
D13397,progeria syndrome
D13398,progeroid
D13399,progeroid ehlers-danlos syndrome
D13400,progeroid syndrome
D13401,prognathia
D13402,prognathia - microcephaly - microcornea - micropenis - microphthalmia - muscle weakness
D13403,prognathia - oral-pharyngeal dysphagia
D13404,progressiva
D13405,prolactin cell adenoma
D13406,prolactinoma
D13407,prolactinomas
D13408,prolapse of the mitral valve flaps and backflow of blood through the leaky valve
D13409,prolapsed hemorrhoids
D13410,prolonged disability
D13411,prolonged illness
D13412,prolonged qt interval - sudden death - syndactyly - the human
D13413,prolonged weakness
D13414,prolymphocytic leukemia
D13415,prominent joints
D13416,proopiomelanocortin deficiency
D13417,propionic acidemia
D13418,proptosis
D13419,proptosis - ptosis - rigidity - spinocerebellar tract degeneration
D13420,proptosis - ptosis - the human
D13421,proptosis - self-mutilation
D13422,proptosis - sensorineural hearing impairment
D13423,prosopagnosia
D13424,prostate
D13425,prostate - polycystic kidney disease
D13426,prostate abnormalities
D13427,prostate cancer
D13428,prostate cancers
D13429,prostate enlargement
D13430,prostate infection
D13431,prostate infections
D13432,prostate stones
D13433,prostate tumors
D13434,prostatic hyperplasia
D13435,prostatic hyperplasia (bph)a condition in which the prostate
D13436,prostatic hyperplasia - a common problem in older men which may
D13437,prostatic hyperplasia and prostate cancer
D13438,prostatic hyperplasia symptoms
D13439,prostatic hyperplasia.1
D13440,prostatic hypertrophy
D13441,prostatic obstruction
D13442,prostatitis
D13443,prosthetic joint infections
D13444,protein-losing enteropathy
D13445,proteinuira
D13446,proteinuria
D13447,proteinuria - ptosis - renal fanconi syndrome
D13448,proteinuria - pulmonary hypoplasia - retrognathia - talipes equinovarus - vaginal atresia
D13449,proteinuria - renal insufficiency
D13450,proteinuria - retinal degeneration
D13451,proteinuria - skin rash
D13452,proteus
D13453,proteus syndrome
D13454,proteus-like syndrome
D13455,prothrombin deficiency
D13456,prothrombin thrombophilia
D13457,protoporphyria
