:START_ID(Question),:END_ID(Chemical),:TYPE
Q15491,C01475,QUESTION_HAS_CHEMICAL
Q15492,C02208,QUESTION_HAS_CHEMICAL
Q15492,C00308,QUESTION_HAS_CHEMICAL
Q15492,C02164,QUESTION_HAS_CHEMICAL
Q15493,C01776,QUESTION_HAS_CHEMICAL
Q15493,C02163,QUESTION_HAS_CHEMICAL
Q15493,C01988,QUESTION_HAS_CHEMICAL
Q15493,C00382,QUESTION_HAS_CHEMICAL
Q15493,C02217,QUESTION_HAS_CHEMICAL
Q15497,C02217,QUESTION_HAS_CHEMICAL
Q15512,C00671,QUESTION_HAS_CHEMICAL
Q15515,C00135,QUESTION_HAS_CHEMICAL
Q15518,C00565,QUESTION_HAS_CHEMICAL
Q15519,C00565,QUESTION_HAS_CHEMICAL
Q15520,C00226,QUESTION_HAS_CHEMICAL
Q15520,C01621,QUESTION_HAS_CHEMICAL
Q15520,C00901,QUESTION_HAS_CHEMICAL
Q15520,C00267,QUESTION_HAS_CHEMICAL
Q15520,C01202,QUESTION_HAS_CHEMICAL
Q15520,C01188,QUESTION_HAS_CHEMICAL
Q15520,C00556,QUESTION_HAS_CHEMICAL
Q15520,C00391,QUESTION_HAS_CHEMICAL
Q15521,C00226,QUESTION_HAS_CHEMICAL
Q15521,C01621,QUESTION_HAS_CHEMICAL
Q15521,C00901,QUESTION_HAS_CHEMICAL
Q15521,C00267,QUESTION_HAS_CHEMICAL
Q15521,C01202,QUESTION_HAS_CHEMICAL
Q15521,C01188,QUESTION_HAS_CHEMICAL
Q15521,C00556,QUESTION_HAS_CHEMICAL
Q15521,C00391,QUESTION_HAS_CHEMICAL
Q15522,C00226,QUESTION_HAS_CHEMICAL
Q15522,C00901,QUESTION_HAS_CHEMICAL
Q15523,C00226,QUESTION_HAS_CHEMICAL
Q15523,C00901,QUESTION_HAS_CHEMICAL
Q15531,C00391,QUESTION_HAS_CHEMICAL
Q15531,C00226,QUESTION_HAS_CHEMICAL
Q15531,C00267,QUESTION_HAS_CHEMICAL
Q15534,C02217,QUESTION_HAS_CHEMICAL
Q15535,C01903,QUESTION_HAS_CHEMICAL
Q15540,C01992,QUESTION_HAS_CHEMICAL
Q15540,C01135,QUESTION_HAS_CHEMICAL
Q15540,C00107,QUESTION_HAS_CHEMICAL
Q15540,C01990,QUESTION_HAS_CHEMICAL
Q15540,C00725,QUESTION_HAS_CHEMICAL
Q15541,C00135,QUESTION_HAS_CHEMICAL
Q15541,C02217,QUESTION_HAS_CHEMICAL
Q15547,C01598,QUESTION_HAS_CHEMICAL
Q15547,C00333,QUESTION_HAS_CHEMICAL
Q15547,C00391,QUESTION_HAS_CHEMICAL
Q15547,C01845,QUESTION_HAS_CHEMICAL
Q15549,C01054,QUESTION_HAS_CHEMICAL
Q15550,C00675,QUESTION_HAS_CHEMICAL
Q15551,C01775,QUESTION_HAS_CHEMICAL
Q15551,C01054,QUESTION_HAS_CHEMICAL
Q15551,C01845,QUESTION_HAS_CHEMICAL
Q15551,C01598,QUESTION_HAS_CHEMICAL
Q15551,C01552,QUESTION_HAS_CHEMICAL
Q15553,C00896,QUESTION_HAS_CHEMICAL
Q15553,C00901,QUESTION_HAS_CHEMICAL
Q15554,C01598,QUESTION_HAS_CHEMICAL
Q15554,C01776,QUESTION_HAS_CHEMICAL
Q15554,C01845,QUESTION_HAS_CHEMICAL
Q15555,C01130,QUESTION_HAS_CHEMICAL
Q15555,C01234,QUESTION_HAS_CHEMICAL
Q15557,C01130,QUESTION_HAS_CHEMICAL
Q15558,C00341,QUESTION_HAS_CHEMICAL
Q15558,C01197,QUESTION_HAS_CHEMICAL
Q15558,C01107,QUESTION_HAS_CHEMICAL
Q15558,C01526,QUESTION_HAS_CHEMICAL
Q15558,C01055,QUESTION_HAS_CHEMICAL
Q15559,C00382,QUESTION_HAS_CHEMICAL
Q15559,C01130,QUESTION_HAS_CHEMICAL
Q15562,C00901,QUESTION_HAS_CHEMICAL
Q15563,C01598,QUESTION_HAS_CHEMICAL
Q15564,C01326,QUESTION_HAS_CHEMICAL
Q15567,C00516,QUESTION_HAS_CHEMICAL
Q15567,C01217,QUESTION_HAS_CHEMICAL
Q15568,C02217,QUESTION_HAS_CHEMICAL
Q15568,C00485,QUESTION_HAS_CHEMICAL
Q15569,C01214,QUESTION_HAS_CHEMICAL
Q15569,C01855,QUESTION_HAS_CHEMICAL
Q15569,C00983,QUESTION_HAS_CHEMICAL
Q15569,C01775,QUESTION_HAS_CHEMICAL
Q15569,C01845,QUESTION_HAS_CHEMICAL
Q15569,C01598,QUESTION_HAS_CHEMICAL
Q15570,C01598,QUESTION_HAS_CHEMICAL
Q15570,C00980,QUESTION_HAS_CHEMICAL
Q15571,C00831,QUESTION_HAS_CHEMICAL
Q15571,C00393,QUESTION_HAS_CHEMICAL
Q15571,C01813,QUESTION_HAS_CHEMICAL
Q15571,C01140,QUESTION_HAS_CHEMICAL
Q15571,C00392,QUESTION_HAS_CHEMICAL
Q15571,C01552,QUESTION_HAS_CHEMICAL
Q15571,C00391,QUESTION_HAS_CHEMICAL
Q15572,C01775,QUESTION_HAS_CHEMICAL
Q15572,C00516,QUESTION_HAS_CHEMICAL
Q15572,C01598,QUESTION_HAS_CHEMICAL
Q15572,C01845,QUESTION_HAS_CHEMICAL
Q15572,C00391,QUESTION_HAS_CHEMICAL
Q15574,C00547,QUESTION_HAS_CHEMICAL
Q15575,C00485,QUESTION_HAS_CHEMICAL
Q15577,C02110,QUESTION_HAS_CHEMICAL
Q15577,C00547,QUESTION_HAS_CHEMICAL
Q15577,C01475,QUESTION_HAS_CHEMICAL
Q15579,C00547,QUESTION_HAS_CHEMICAL
Q15580,C02251,QUESTION_HAS_CHEMICAL
Q15580,C02252,QUESTION_HAS_CHEMICAL
Q15580,C00592,QUESTION_HAS_CHEMICAL
Q15580,C02070,QUESTION_HAS_CHEMICAL
Q15580,C00547,QUESTION_HAS_CHEMICAL
Q15580,C02254,QUESTION_HAS_CHEMICAL
Q15581,C00545,QUESTION_HAS_CHEMICAL
Q15581,C02217,QUESTION_HAS_CHEMICAL
Q15581,C00547,QUESTION_HAS_CHEMICAL
Q15581,C02159,QUESTION_HAS_CHEMICAL
Q15583,C00547,QUESTION_HAS_CHEMICAL
Q15588,C00308,QUESTION_HAS_CHEMICAL
Q15588,C00870,QUESTION_HAS_CHEMICAL
Q15589,C01383,QUESTION_HAS_CHEMICAL
Q15589,C00059,QUESTION_HAS_CHEMICAL
Q15589,C00579,QUESTION_HAS_CHEMICAL
Q15589,C00300,QUESTION_HAS_CHEMICAL
Q15589,C00306,QUESTION_HAS_CHEMICAL
Q15589,C00048,QUESTION_HAS_CHEMICAL
Q15589,C00901,QUESTION_HAS_CHEMICAL
Q15589,C00539,QUESTION_HAS_CHEMICAL
Q15589,C00079,QUESTION_HAS_CHEMICAL
Q15589,C01449,QUESTION_HAS_CHEMICAL
Q15589,C01036,QUESTION_HAS_CHEMICAL
Q15589,C01276,QUESTION_HAS_CHEMICAL
Q15589,C01933,QUESTION_HAS_CHEMICAL
Q15589,C01008,QUESTION_HAS_CHEMICAL
Q15589,C01903,QUESTION_HAS_CHEMICAL
Q15589,C00060,QUESTION_HAS_CHEMICAL
Q15589,C00051,QUESTION_HAS_CHEMICAL
Q15589,C01287,QUESTION_HAS_CHEMICAL
Q15589,C01141,QUESTION_HAS_CHEMICAL
Q15589,C01614,QUESTION_HAS_CHEMICAL
Q15589,C01197,QUESTION_HAS_CHEMICAL
Q15589,C00279,QUESTION_HAS_CHEMICAL
Q15589,C00369,QUESTION_HAS_CHEMICAL
Q15590,C02217,QUESTION_HAS_CHEMICAL
Q15591,C02217,QUESTION_HAS_CHEMICAL
Q15591,C01444,QUESTION_HAS_CHEMICAL
Q15592,C01842,QUESTION_HAS_CHEMICAL
Q15595,C01463,QUESTION_HAS_CHEMICAL
Q15595,C00391,QUESTION_HAS_CHEMICAL
Q15596,C00397,QUESTION_HAS_CHEMICAL
Q15596,C00391,QUESTION_HAS_CHEMICAL
Q15596,C00395,QUESTION_HAS_CHEMICAL
Q15596,C00584,QUESTION_HAS_CHEMICAL
Q15596,C02113,QUESTION_HAS_CHEMICAL
Q15601,C02110,QUESTION_HAS_CHEMICAL
Q15601,C00397,QUESTION_HAS_CHEMICAL
Q15601,C01845,QUESTION_HAS_CHEMICAL
Q15601,C00395,QUESTION_HAS_CHEMICAL
Q15601,C01463,QUESTION_HAS_CHEMICAL
Q15601,C00391,QUESTION_HAS_CHEMICAL
Q15602,C01463,QUESTION_HAS_CHEMICAL
Q15602,C00391,QUESTION_HAS_CHEMICAL
Q15607,C01299,QUESTION_HAS_CHEMICAL
Q15607,C01618,QUESTION_HAS_CHEMICAL
Q15607,C01524,QUESTION_HAS_CHEMICAL
Q15607,C00171,QUESTION_HAS_CHEMICAL
Q15607,C01617,QUESTION_HAS_CHEMICAL
Q15607,C00955,QUESTION_HAS_CHEMICAL
Q15607,C01703,QUESTION_HAS_CHEMICAL
Q15607,C00391,QUESTION_HAS_CHEMICAL
Q15607,C01360,QUESTION_HAS_CHEMICAL
Q15607,C01695,QUESTION_HAS_CHEMICAL
Q15607,C01709,QUESTION_HAS_CHEMICAL
Q15607,C00502,QUESTION_HAS_CHEMICAL
Q15607,C01647,QUESTION_HAS_CHEMICAL
Q15607,C00234,QUESTION_HAS_CHEMICAL
Q15607,C02094,QUESTION_HAS_CHEMICAL
Q15607,C02249,QUESTION_HAS_CHEMICAL
Q15607,C01419,QUESTION_HAS_CHEMICAL
Q15607,C01395,QUESTION_HAS_CHEMICAL
Q15607,C00773,QUESTION_HAS_CHEMICAL
Q15607,C01453,QUESTION_HAS_CHEMICAL
Q15607,C00170,QUESTION_HAS_CHEMICAL
Q15607,C01968,QUESTION_HAS_CHEMICAL
Q15607,C01139,QUESTION_HAS_CHEMICAL
Q15607,C00298,QUESTION_HAS_CHEMICAL
Q15607,C00745,QUESTION_HAS_CHEMICAL
Q15607,C00279,QUESTION_HAS_CHEMICAL
Q15607,C00333,QUESTION_HAS_CHEMICAL
Q15607,C01777,QUESTION_HAS_CHEMICAL
Q15607,C01492,QUESTION_HAS_CHEMICAL
Q15607,C01013,QUESTION_HAS_CHEMICAL
Q15607,C00135,QUESTION_HAS_CHEMICAL
Q15607,C01234,QUESTION_HAS_CHEMICAL
Q15607,C00093,QUESTION_HAS_CHEMICAL
Q15607,C01235,QUESTION_HAS_CHEMICAL
Q15608,C00234,QUESTION_HAS_CHEMICAL
Q15612,C02051,QUESTION_HAS_CHEMICAL
Q15612,C02052,QUESTION_HAS_CHEMICAL
Q15612,C00185,QUESTION_HAS_CHEMICAL
Q15612,C01059,QUESTION_HAS_CHEMICAL
Q15612,C02110,QUESTION_HAS_CHEMICAL
Q15612,C01463,QUESTION_HAS_CHEMICAL
Q15612,C00566,QUESTION_HAS_CHEMICAL
Q15612,C00399,QUESTION_HAS_CHEMICAL
Q15612,C00391,QUESTION_HAS_CHEMICAL
Q15613,C01914,QUESTION_HAS_CHEMICAL
Q15613,C00397,QUESTION_HAS_CHEMICAL
Q15613,C00391,QUESTION_HAS_CHEMICAL
Q15613,C00395,QUESTION_HAS_CHEMICAL
Q15613,C00584,QUESTION_HAS_CHEMICAL
Q15613,C02110,QUESTION_HAS_CHEMICAL
Q15613,C01463,QUESTION_HAS_CHEMICAL
Q15617,C02261,QUESTION_HAS_CHEMICAL
Q15617,C01914,QUESTION_HAS_CHEMICAL
Q15617,C02110,QUESTION_HAS_CHEMICAL
Q15617,C00584,QUESTION_HAS_CHEMICAL
Q15617,C00083,QUESTION_HAS_CHEMICAL
Q15617,C00919,QUESTION_HAS_CHEMICAL
Q15617,C00397,QUESTION_HAS_CHEMICAL
Q15617,C01845,QUESTION_HAS_CHEMICAL
Q15617,C00395,QUESTION_HAS_CHEMICAL
Q15617,C01006,QUESTION_HAS_CHEMICAL
Q15617,C00511,QUESTION_HAS_CHEMICAL
Q15617,C01463,QUESTION_HAS_CHEMICAL
Q15617,C01601,QUESTION_HAS_CHEMICAL
Q15617,C00391,QUESTION_HAS_CHEMICAL
Q15623,C00722,QUESTION_HAS_CHEMICAL
Q15624,C00308,QUESTION_HAS_CHEMICAL
Q15628,C00334,QUESTION_HAS_CHEMICAL
Q15628,C01776,QUESTION_HAS_CHEMICAL
Q15628,C00485,QUESTION_HAS_CHEMICAL
Q15629,C01776,QUESTION_HAS_CHEMICAL
Q15629,C00485,QUESTION_HAS_CHEMICAL
Q15629,C00334,QUESTION_HAS_CHEMICAL
Q15630,C00747,QUESTION_HAS_CHEMICAL
Q15630,C00485,QUESTION_HAS_CHEMICAL
Q15633,C01018,QUESTION_HAS_CHEMICAL
Q15633,C00974,QUESTION_HAS_CHEMICAL
Q15634,C02119,QUESTION_HAS_CHEMICAL
Q15634,C00487,QUESTION_HAS_CHEMICAL
Q15634,C00468,QUESTION_HAS_CHEMICAL
Q15634,C00097,QUESTION_HAS_CHEMICAL
Q15634,C00485,QUESTION_HAS_CHEMICAL
Q15635,C02119,QUESTION_HAS_CHEMICAL
Q15636,C01776,QUESTION_HAS_CHEMICAL
Q15636,C00487,QUESTION_HAS_CHEMICAL
Q15636,C00334,QUESTION_HAS_CHEMICAL
Q15636,C00485,QUESTION_HAS_CHEMICAL
Q15638,C01843,QUESTION_HAS_CHEMICAL
Q15639,C01843,QUESTION_HAS_CHEMICAL
Q15641,C01843,QUESTION_HAS_CHEMICAL
Q15641,C01842,QUESTION_HAS_CHEMICAL
Q15642,C02029,QUESTION_HAS_CHEMICAL
Q15642,C02074,QUESTION_HAS_CHEMICAL
Q15642,C01965,QUESTION_HAS_CHEMICAL
Q15642,C00485,QUESTION_HAS_CHEMICAL
Q15645,C01079,QUESTION_HAS_CHEMICAL
Q15645,C01965,QUESTION_HAS_CHEMICAL
Q15646,C01640,QUESTION_HAS_CHEMICAL
Q15646,C01975,QUESTION_HAS_CHEMICAL
Q15646,C01558,QUESTION_HAS_CHEMICAL
Q15646,C01614,QUESTION_HAS_CHEMICAL
Q15646,C01662,QUESTION_HAS_CHEMICAL
Q15646,C01897,QUESTION_HAS_CHEMICAL
Q15646,C01696,QUESTION_HAS_CHEMICAL
Q15646,C00593,QUESTION_HAS_CHEMICAL
Q15646,C01903,QUESTION_HAS_CHEMICAL
Q15646,C01079,QUESTION_HAS_CHEMICAL
Q15646,C00694,QUESTION_HAS_CHEMICAL
Q15646,C01285,QUESTION_HAS_CHEMICAL
Q15646,C01080,QUESTION_HAS_CHEMICAL
Q15646,C00391,QUESTION_HAS_CHEMICAL
Q15647,C01079,QUESTION_HAS_CHEMICAL
Q15648,C01775,QUESTION_HAS_CHEMICAL
Q15648,C00698,QUESTION_HAS_CHEMICAL
Q15648,C01079,QUESTION_HAS_CHEMICAL
Q15648,C02217,QUESTION_HAS_CHEMICAL
Q15649,C01696,QUESTION_HAS_CHEMICAL
Q15649,C01079,QUESTION_HAS_CHEMICAL
Q15650,C00901,QUESTION_HAS_CHEMICAL
Q15650,C00485,QUESTION_HAS_CHEMICAL
Q15651,C01842,QUESTION_HAS_CHEMICAL
Q15651,C00901,QUESTION_HAS_CHEMICAL
Q15651,C00485,QUESTION_HAS_CHEMICAL
Q15655,C02246,QUESTION_HAS_CHEMICAL
Q15655,C00835,QUESTION_HAS_CHEMICAL
Q15655,C01242,QUESTION_HAS_CHEMICAL
Q15655,C00141,QUESTION_HAS_CHEMICAL
Q15655,C01130,QUESTION_HAS_CHEMICAL
Q15655,C01862,QUESTION_HAS_CHEMICAL
Q15657,C01130,QUESTION_HAS_CHEMICAL
Q15657,C01961,QUESTION_HAS_CHEMICAL
Q15658,C01360,QUESTION_HAS_CHEMICAL
Q15658,C01130,QUESTION_HAS_CHEMICAL
Q15658,C01842,QUESTION_HAS_CHEMICAL
Q15658,C01832,QUESTION_HAS_CHEMICAL
Q15661,C00901,QUESTION_HAS_CHEMICAL
Q15662,C00901,QUESTION_HAS_CHEMICAL
Q15663,C00901,QUESTION_HAS_CHEMICAL
Q15664,C00901,QUESTION_HAS_CHEMICAL
Q15665,C01843,QUESTION_HAS_CHEMICAL
Q15665,C00485,QUESTION_HAS_CHEMICAL
Q15666,C02072,QUESTION_HAS_CHEMICAL
Q15666,C00901,QUESTION_HAS_CHEMICAL
Q15666,C00485,QUESTION_HAS_CHEMICAL
Q15667,C01842,QUESTION_HAS_CHEMICAL
Q15667,C00485,QUESTION_HAS_CHEMICAL
Q15667,C00279,QUESTION_HAS_CHEMICAL
Q15668,C00901,QUESTION_HAS_CHEMICAL
Q15668,C00485,QUESTION_HAS_CHEMICAL
Q15669,C00901,QUESTION_HAS_CHEMICAL
Q15669,C01475,QUESTION_HAS_CHEMICAL
Q15670,C00279,QUESTION_HAS_CHEMICAL
Q15670,C00901,QUESTION_HAS_CHEMICAL
Q15670,C00485,QUESTION_HAS_CHEMICAL
Q15671,C00901,QUESTION_HAS_CHEMICAL
Q15671,C00485,QUESTION_HAS_CHEMICAL
Q15672,C00901,QUESTION_HAS_CHEMICAL
Q15673,C00901,QUESTION_HAS_CHEMICAL
Q15684,C00116,QUESTION_HAS_CHEMICAL
Q15684,C00730,QUESTION_HAS_CHEMICAL
Q15684,C00901,QUESTION_HAS_CHEMICAL
Q15685,C00116,QUESTION_HAS_CHEMICAL
Q15685,C00730,QUESTION_HAS_CHEMICAL
Q15685,C00901,QUESTION_HAS_CHEMICAL
Q15688,C00891,QUESTION_HAS_CHEMICAL
Q15688,C02048,QUESTION_HAS_CHEMICAL
Q15688,C00100,QUESTION_HAS_CHEMICAL
Q15688,C01712,QUESTION_HAS_CHEMICAL
Q15688,C00376,QUESTION_HAS_CHEMICAL
Q15688,C01282,QUESTION_HAS_CHEMICAL
Q15688,C01384,QUESTION_HAS_CHEMICAL
Q15688,C00481,QUESTION_HAS_CHEMICAL
Q15688,C00909,QUESTION_HAS_CHEMICAL
Q15688,C00901,QUESTION_HAS_CHEMICAL
Q15688,C01611,QUESTION_HAS_CHEMICAL
Q15688,C01570,QUESTION_HAS_CHEMICAL
Q15688,C00915,QUESTION_HAS_CHEMICAL
Q15688,C00899,QUESTION_HAS_CHEMICAL
Q15688,C01102,QUESTION_HAS_CHEMICAL
Q15688,C02047,QUESTION_HAS_CHEMICAL
Q15688,C00910,QUESTION_HAS_CHEMICAL
Q15688,C01838,QUESTION_HAS_CHEMICAL
Q15688,C01312,QUESTION_HAS_CHEMICAL
Q15688,C00176,QUESTION_HAS_CHEMICAL
Q15688,C00075,QUESTION_HAS_CHEMICAL
Q15688,C01754,QUESTION_HAS_CHEMICAL
Q15688,C00924,QUESTION_HAS_CHEMICAL
Q15688,C00890,QUESTION_HAS_CHEMICAL
Q15688,C01958,QUESTION_HAS_CHEMICAL
Q15689,C00891,QUESTION_HAS_CHEMICAL
Q15689,C02048,QUESTION_HAS_CHEMICAL
Q15689,C00100,QUESTION_HAS_CHEMICAL
Q15689,C01712,QUESTION_HAS_CHEMICAL
Q15689,C00376,QUESTION_HAS_CHEMICAL
Q15689,C01282,QUESTION_HAS_CHEMICAL
Q15689,C01384,QUESTION_HAS_CHEMICAL
Q15689,C00481,QUESTION_HAS_CHEMICAL
Q15689,C00909,QUESTION_HAS_CHEMICAL
Q15689,C00901,QUESTION_HAS_CHEMICAL
Q15689,C01611,QUESTION_HAS_CHEMICAL
Q15689,C01570,QUESTION_HAS_CHEMICAL
Q15689,C00915,QUESTION_HAS_CHEMICAL
Q15689,C00899,QUESTION_HAS_CHEMICAL
Q15689,C01102,QUESTION_HAS_CHEMICAL
Q15689,C02047,QUESTION_HAS_CHEMICAL
Q15689,C00910,QUESTION_HAS_CHEMICAL
Q15689,C01838,QUESTION_HAS_CHEMICAL
Q15689,C01312,QUESTION_HAS_CHEMICAL
Q15689,C00176,QUESTION_HAS_CHEMICAL
Q15689,C00075,QUESTION_HAS_CHEMICAL
Q15689,C01754,QUESTION_HAS_CHEMICAL
Q15689,C00924,QUESTION_HAS_CHEMICAL
Q15689,C00890,QUESTION_HAS_CHEMICAL
Q15689,C01958,QUESTION_HAS_CHEMICAL
Q15690,C00135,QUESTION_HAS_CHEMICAL
Q15690,C00901,QUESTION_HAS_CHEMICAL
Q15690,C01314,QUESTION_HAS_CHEMICAL
Q15691,C01312,QUESTION_HAS_CHEMICAL
Q15691,C00075,QUESTION_HAS_CHEMICAL
Q15691,C00730,QUESTION_HAS_CHEMICAL
Q15691,C00896,QUESTION_HAS_CHEMICAL
Q15691,C00901,QUESTION_HAS_CHEMICAL
Q15691,C00423,QUESTION_HAS_CHEMICAL
Q15692,C01312,QUESTION_HAS_CHEMICAL
Q15692,C00075,QUESTION_HAS_CHEMICAL
Q15692,C00730,QUESTION_HAS_CHEMICAL
Q15692,C00896,QUESTION_HAS_CHEMICAL
Q15692,C00901,QUESTION_HAS_CHEMICAL
Q15692,C00423,QUESTION_HAS_CHEMICAL
Q15693,C00279,QUESTION_HAS_CHEMICAL
Q15693,C00730,QUESTION_HAS_CHEMICAL
Q15693,C00896,QUESTION_HAS_CHEMICAL
Q15693,C00858,QUESTION_HAS_CHEMICAL
Q15693,C00901,QUESTION_HAS_CHEMICAL
Q15693,C00834,QUESTION_HAS_CHEMICAL
Q15693,C01518,QUESTION_HAS_CHEMICAL
Q15693,C00135,QUESTION_HAS_CHEMICAL
Q15693,C00423,QUESTION_HAS_CHEMICAL
Q15693,C00553,QUESTION_HAS_CHEMICAL
Q15693,C01694,QUESTION_HAS_CHEMICAL
Q15694,C00901,QUESTION_HAS_CHEMICAL
Q15695,C01598,QUESTION_HAS_CHEMICAL
Q15695,C01475,QUESTION_HAS_CHEMICAL
Q15695,C01845,QUESTION_HAS_CHEMICAL
Q15696,C00901,QUESTION_HAS_CHEMICAL
Q15696,C00485,QUESTION_HAS_CHEMICAL
Q15697,C00133,QUESTION_HAS_CHEMICAL
Q15697,C00565,QUESTION_HAS_CHEMICAL
Q15698,C00226,QUESTION_HAS_CHEMICAL
Q15698,C00901,QUESTION_HAS_CHEMICAL
Q15698,C00551,QUESTION_HAS_CHEMICAL
Q15699,C01598,QUESTION_HAS_CHEMICAL
Q15699,C01775,QUESTION_HAS_CHEMICAL
Q15699,C01845,QUESTION_HAS_CHEMICAL
Q15699,C00980,QUESTION_HAS_CHEMICAL
Q15699,C01552,QUESTION_HAS_CHEMICAL
Q15699,C00391,QUESTION_HAS_CHEMICAL
Q15701,C01130,QUESTION_HAS_CHEMICAL
Q15702,C01130,QUESTION_HAS_CHEMICAL
Q15704,C00391,QUESTION_HAS_CHEMICAL
Q15704,C02182,QUESTION_HAS_CHEMICAL
Q15704,C02195,QUESTION_HAS_CHEMICAL
Q15704,C00694,QUESTION_HAS_CHEMICAL
Q15704,C01150,QUESTION_HAS_CHEMICAL
Q15704,C01130,QUESTION_HAS_CHEMICAL
Q15704,C01131,QUESTION_HAS_CHEMICAL
Q15705,C02195,QUESTION_HAS_CHEMICAL
Q15705,C02182,QUESTION_HAS_CHEMICAL
Q15705,C01130,QUESTION_HAS_CHEMICAL
Q15705,C00391,QUESTION_HAS_CHEMICAL
Q15707,C00391,QUESTION_HAS_CHEMICAL
Q15712,C02146,QUESTION_HAS_CHEMICAL
Q15712,C00135,QUESTION_HAS_CHEMICAL
Q15712,C01072,QUESTION_HAS_CHEMICAL
Q15712,C00088,QUESTION_HAS_CHEMICAL
Q15712,C01903,QUESTION_HAS_CHEMICAL
Q15712,C01597,QUESTION_HAS_CHEMICAL
Q15712,C01971,QUESTION_HAS_CHEMICAL
Q15712,C01598,QUESTION_HAS_CHEMICAL
Q15712,C01522,QUESTION_HAS_CHEMICAL
Q15712,C00537,QUESTION_HAS_CHEMICAL
Q15718,C00901,QUESTION_HAS_CHEMICAL
Q15718,C00553,QUESTION_HAS_CHEMICAL
Q15718,C00885,QUESTION_HAS_CHEMICAL
Q15720,C00901,QUESTION_HAS_CHEMICAL
Q15720,C00885,QUESTION_HAS_CHEMICAL
Q15721,C00680,QUESTION_HAS_CHEMICAL
Q15721,C00901,QUESTION_HAS_CHEMICAL
Q15722,C00680,QUESTION_HAS_CHEMICAL
Q15722,C00901,QUESTION_HAS_CHEMICAL
Q15725,C01389,QUESTION_HAS_CHEMICAL
Q15726,C00901,QUESTION_HAS_CHEMICAL
Q15728,C00308,QUESTION_HAS_CHEMICAL
Q15728,C00424,QUESTION_HAS_CHEMICAL
Q15730,C01299,QUESTION_HAS_CHEMICAL
Q15730,C00744,QUESTION_HAS_CHEMICAL
Q15730,C01709,QUESTION_HAS_CHEMICAL
Q15730,C01279,QUESTION_HAS_CHEMICAL
Q15731,C00901,QUESTION_HAS_CHEMICAL
Q15732,C00901,QUESTION_HAS_CHEMICAL
Q15733,C00901,QUESTION_HAS_CHEMICAL
Q15733,C01389,QUESTION_HAS_CHEMICAL
Q15738,C00334,QUESTION_HAS_CHEMICAL
Q15738,C01769,QUESTION_HAS_CHEMICAL
Q15738,C00485,QUESTION_HAS_CHEMICAL
Q15740,C00901,QUESTION_HAS_CHEMICAL
Q15741,C02119,QUESTION_HAS_CHEMICAL
Q15741,C01732,QUESTION_HAS_CHEMICAL
Q15741,C02222,QUESTION_HAS_CHEMICAL
Q15741,C00491,QUESTION_HAS_CHEMICAL
Q15741,C01738,QUESTION_HAS_CHEMICAL
Q15741,C01733,QUESTION_HAS_CHEMICAL
Q15741,C00391,QUESTION_HAS_CHEMICAL
Q15741,C00255,QUESTION_HAS_CHEMICAL
Q15741,C00097,QUESTION_HAS_CHEMICAL
Q15741,C02217,QUESTION_HAS_CHEMICAL
Q15741,C01003,QUESTION_HAS_CHEMICAL
Q15741,C02218,QUESTION_HAS_CHEMICAL
Q15741,C01380,QUESTION_HAS_CHEMICAL
Q15743,C02217,QUESTION_HAS_CHEMICAL
Q15746,C00858,QUESTION_HAS_CHEMICAL
Q15748,C01987,QUESTION_HAS_CHEMICAL
Q15749,C00485,QUESTION_HAS_CHEMICAL
Q15750,C00133,QUESTION_HAS_CHEMICAL
Q15750,C00565,QUESTION_HAS_CHEMICAL
Q15752,C01614,QUESTION_HAS_CHEMICAL
Q15752,C00226,QUESTION_HAS_CHEMICAL
Q15752,C01892,QUESTION_HAS_CHEMICAL
Q15752,C00267,QUESTION_HAS_CHEMICAL
Q15752,C00574,QUESTION_HAS_CHEMICAL
Q15752,C00485,QUESTION_HAS_CHEMICAL
Q15752,C00391,QUESTION_HAS_CHEMICAL
Q15753,C00485,QUESTION_HAS_CHEMICAL
Q15754,C00485,QUESTION_HAS_CHEMICAL
Q15754,C01452,QUESTION_HAS_CHEMICAL
Q15754,C01845,QUESTION_HAS_CHEMICAL
Q15760,C00308,QUESTION_HAS_CHEMICAL
Q15761,C01281,QUESTION_HAS_CHEMICAL
Q15761,C01953,QUESTION_HAS_CHEMICAL
Q15761,C01660,QUESTION_HAS_CHEMICAL
Q15761,C01291,QUESTION_HAS_CHEMICAL
Q15763,C01475,QUESTION_HAS_CHEMICAL
Q15763,C01085,QUESTION_HAS_CHEMICAL
Q15764,C01085,QUESTION_HAS_CHEMICAL
Q15764,C00126,QUESTION_HAS_CHEMICAL
Q15765,C00126,QUESTION_HAS_CHEMICAL
Q15766,C00126,QUESTION_HAS_CHEMICAL
Q15766,C00827,QUESTION_HAS_CHEMICAL
Q15766,C00901,QUESTION_HAS_CHEMICAL
Q15766,C01085,QUESTION_HAS_CHEMICAL
Q15767,C00126,QUESTION_HAS_CHEMICAL
Q15768,C01085,QUESTION_HAS_CHEMICAL
Q15769,C00825,QUESTION_HAS_CHEMICAL
Q15769,C01085,QUESTION_HAS_CHEMICAL
Q15769,C02171,QUESTION_HAS_CHEMICAL
Q15769,C00126,QUESTION_HAS_CHEMICAL
Q15770,C00826,QUESTION_HAS_CHEMICAL
